Name,Time,Emotion
Unknown,2024-12-20 09:49:17,Sad
Unknown,2024-12-20 09:49:17,Sad
Unknown,2024-12-20 09:49:18,Sad
Unknown,2024-12-20 09:49:18,Sad
Unknown,2024-12-20 09:49:19,Sad
Unknown,2024-12-20 09:49:19,Sad
Unknown,2024-12-20 09:49:20,Sad
Unknown,2024-12-20 09:49:20,Sad
Unknown,2024-12-20 09:49:21,Sad
Unknown,2024-12-20 09:49:21,Sad
Unknown,2024-12-20 09:49:22,Sad
Unknown,2024-12-20 09:49:22,Sad
Unknown,2024-12-20 09:49:23,Sad
Unknown,2024-12-20 09:49:23,Sad
Unknown,2024-12-20 09:49:24,Sad
Unknown,2024-12-20 09:49:24,Sad
Unknown,2024-12-20 09:49:25,Sad
Unknown,2024-12-20 09:49:25,Sad
Unknown,2024-12-20 09:49:26,Sad
Unknown,2024-12-20 09:49:26,Sad
Unknown,2024-12-20 09:49:26,Sad
Unknown,2024-12-20 09:49:27,Sad
Unknown,2024-12-20 09:49:27,Sad
Unknown,2024-12-20 09:49:28,Sad
Unknown,2024-12-20 09:49:28,Sad
Unknown,2024-12-20 09:49:29,Sad
Unknown,2024-12-20 09:49:29,Sad
Unknown,2024-12-20 09:49:30,Sad
Unknown,2024-12-20 09:49:30,Sad
Unknown,2024-12-20 09:49:31,Sad
Unknown,2024-12-20 09:49:31,Sad
Unknown,2024-12-20 09:49:32,Sad
Unknown,2024-12-20 09:49:32,Sad
Unknown,2024-12-20 09:49:33,Sad
Unknown,2024-12-20 09:49:33,Sad
Unknown,2024-12-20 09:49:34,Sad
Unknown,2024-12-20 09:49:34,Sad
Unknown,2024-12-20 09:49:35,Sad
Unknown,2024-12-20 09:49:35,Sad
Unknown,2024-12-20 09:49:36,Sad
Unknown,2024-12-20 09:49:36,Sad
Unknown,2024-12-20 09:49:37,Sad
Unknown,2024-12-20 09:49:37,Sad
Unknown,2024-12-20 09:49:38,Sad
Unknown,2024-12-20 09:49:38,Sad
Unknown,2024-12-20 09:49:39,Sad
Unknown,2024-12-20 09:49:39,Sad
Unknown,2024-12-20 09:49:40,Sad
Unknown,2024-12-20 09:49:40,Sad
Unknown,2024-12-20 09:49:41,Sad
Unknown,2024-12-20 09:49:41,Sad
Unknown,2024-12-20 09:49:42,Sad
Unknown,2024-12-20 09:49:42,Sad
Unknown,2024-12-20 09:49:43,Sad
Unknown,2024-12-20 09:49:43,Sad
Unknown,2024-12-20 09:49:44,Sad
Unknown,2024-12-20 09:49:44,Sad
Unknown,2024-12-20 09:49:45,Sad
Unknown,2024-12-20 09:49:45,Sad
Unknown,2024-12-20 09:49:46,Sad
Unknown,2024-12-20 09:49:46,Sad
Unknown,2024-12-20 09:49:47,Sad
Unknown,2024-12-20 09:49:47,Sad
Unknown,2024-12-20 09:49:47,Sad
Unknown,2024-12-20 09:49:48,Sad
Unknown,2024-12-20 09:49:48,Sad
Unknown,2024-12-20 09:49:49,Sad
Unknown,2024-12-20 09:49:49,Sad
Unknown,2024-12-20 09:49:50,Sad
Unknown,2024-12-20 09:49:50,Sad
Unknown,2024-12-20 09:49:51,Sad
Unknown,2024-12-20 09:49:51,Sad
Unknown,2024-12-20 09:49:52,Sad
Unknown,2024-12-20 09:49:52,Sad
Unknown,2024-12-20 09:49:53,Sad
Unknown,2024-12-20 09:49:54,Sad
Unknown,2024-12-20 09:49:54,Sad
Unknown,2024-12-20 09:49:55,Sad
Unknown,2024-12-20 09:49:55,Sad
Unknown,2024-12-20 09:49:56,Sad
Unknown,2024-12-20 09:49:56,Sad
Unknown,2024-12-20 09:49:57,Sad
